student_id,study_hour,attendance_percentage,class_participation,Assignment_Scores,Test_Scores,total_score,grade,Previous_GPA
844811,14.1,84.4,7.6,37.8,76.1,94.8,A,3.77
844873,13.1,75.0,9.9,32.8,60.4,80.6,B,2.92
845784,10.3,82.0,3.4,29.2,57.3,75.1,B,2.91
847804,13.3,58.9,3.4,37.8,79.6,96.8,A,3.09
848534,25.9,79.7,6.2,47.8,70.4,100.0,A,3.84
848988,25.6,94.4,6.1,47.6,72.7,100.0,A,4.0
849151,1.5,82.0,4.7,22.1,65.0,72.4,B,2.81
849696,8.7,79.8,3.0,24.9,46.7,64.7,C,2.43
851694,15.6,70.8,6.5,35.7,61.8,84.4,B,2.95
852652,18.9,98.9,6.2,42.8,83.8,100.0,A,4.0
852975,2.8,88.7,6.3,20.0,51.1,62.2,C,2.6
853199,19.9,83.4,7.1,41.4,66.8,93.1,A,3.68
853785,17.5,100.0,6.5,35.8,54.1,80.0,B,3.97
855215,0.0,83.0,9.1,9.4,27.5,39.6,F,1.53
855308,28.8,83.3,4.9,49.9,70.8,100.0,A,3.95
855486,24.0,76.5,4.1,46.5,75.5,100.0,A,3.75
855772,22.3,70.6,3.3,45.2,72.3,100.0,A,3.57
857349,18.7,73.1,4.9,42.7,79.4,100.0,A,3.64
857579,17.2,93.5,4.5,37.3,61.8,86.0,A,3.7
858257,18.4,85.8,4.9,41.7,73.9,97.5,A,3.93
858788,15.5,69.2,5.3,36.0,63.2,85.4,A,2.94
858829,16.3,75.5,7.9,40.9,82.1,100.0,A,3.71
858885,15.9,71.1,4.3,39.8,76.7,97.1,A,3.47
859354,23.9,77.2,4.8,46.4,82.3,100.0,A,3.76
859499,8.8,89.8,6.2,26.5,52.8,69.8,C,2.93
859619,17.6,92.1,5.1,41.9,83.1,100.0,A,4.0
860003,13.9,86.7,4.7,36.2,70.8,90.1,A,3.65
860372,16.5,73.6,3.8,41.1,79.4,100.0,A,3.66
860509,14.0,80.8,6.9,37.9,77.0,95.4,A,3.69
861311,22.4,99.6,6.9,45.3,73.3,100.0,A,4.0
861635,17.4,75.0,8.0,37.3,60.7,85.4,A,3.12
861995,19.1,88.3,2.3,42.9,80.3,100.0,A,4.0
863785,8.2,83.4,9.3,26.4,54.8,70.9,B,2.79
863831,5.4,78.1,6.4,19.3,38.0,53.9,D,1.95
864372,9.9,89.6,5.6,30.5,64.3,80.5,B,3.36
864373,3.2,72.3,9.1,16.5,35.9,49.9,D,1.61
864742,21.9,88.4,9.0,44.9,78.5,100.0,A,4.0
865261,7.7,95.7,5.5,24.1,47.7,64.4,C,2.9
868206,14.5,92.9,6.8,39.7,86.2,100.0,A,4.0
868698,16.7,77.8,4.0,38.6,68.6,91.2,A,3.43
870290,5.9,87.2,6.3,26.9,66.5,78.2,B,3.19
870471,19.0,80.9,2.9,40.6,67.2,92.5,A,3.58
871580,21.8,88.9,1.7,44.9,79.8,100.0,A,4.0
871824,29.8,77.3,6.7,50.6,81.4,100.0,A,3.77
872420,14.3,82.6,6.6,36.2,68.8,88.9,A,3.48
872560,14.4,85.3,9.3,33.7,58.5,80.4,B,3.23
873769,11.0,96.6,1.9,34.8,77.0,92.3,A,4.0
874663,33.8,68.2,4.7,53.4,73.5,100.0,A,3.5
875278,30.8,83.9,6.0,51.3,74.6,100.0,A,3.97
875398,22.1,72.8,3.2,45.1,79.6,100.0,A,3.64
875800,20.3,90.1,8.0,43.8,78.7,100.0,A,4.0
876145,19.9,58.7,4.2,43.5,76.9,100.0,A,3.21
876376,20.7,73.1,6.7,44.1,74.6,100.0,A,3.64
877531,17.1,83.5,4.2,38.7,67.4,90.6,A,3.58
878808,20.1,92.4,2.8,41.8,67.6,93.9,A,3.98
878903,12.6,100.0,5.9,31.0,54.8,75.5,B,3.92
878974,14.0,80.2,3.8,33.6,59.8,81.1,B,3.1
880165,6.7,87.8,7.0,23.1,47.9,63.5,C,2.62
880550,24.3,81.5,4.6,46.6,73.3,100.0,A,3.9
881262,25.6,87.8,4.3,47.6,71.6,100.0,A,4.0
881795,13.8,78.6,5.9,34.6,64.6,84.9,B,3.2
882363,26.1,75.1,5.9,47.9,83.9,100.0,A,3.7
883250,8.1,85.9,7.2,25.4,51.1,67.7,C,2.74
884149,13.4,76.9,4.7,36.4,73.7,92.0,A,3.44
885523,13.4,74.8,3.6,34.9,67.5,86.8,A,3.17
886873,11.2,84.4,7.5,34.4,74.6,90.5,A,3.6
887065,15.1,100.0,5.6,32.7,51.9,75.6,B,3.76
887155,6.2,73.8,3.8,14.7,16.2,36.6,F,1.13
887312,18.8,93.3,5.6,39.6,63.9,89.6,A,3.83
888745,13.9,78.5,9.3,39.2,82.6,100.0,A,3.81
889146,0.8,82.6,3.8,17.6,50.0,59.2,C,2.3
890815,13.2,75.4,5.0,25.8,31.9,57.0,C,1.99
892519,22.7,77.7,5.0,45.5,74.6,100.0,A,3.78
892874,18.2,87.2,5.0,40.3,69.2,93.3,A,3.8
894339,13.3,86.0,3.8,35.9,71.9,90.4,A,3.65
894679,22.2,83.0,5.9,42.3,60.7,90.4,A,3.56
895959,21.6,71.8,8.5,44.7,73.4,100.0,A,3.6
896188,19.2,91.1,5.7,41.7,71.0,95.8,A,4.0
896828,16.9,84.6,6.1,38.8,68.7,91.5,A,3.65
897248,20.8,98.8,8.4,44.2,74.2,100.0,A,4.0
897829,20.3,80.5,5.2,43.8,74.7,100.0,A,3.87
898679,20.3,71.1,3.3,43.0,71.7,97.5,A,3.48
901729,23.4,100.0,5.0,43.7,61.5,92.3,A,4.0
902073,10.7,83.8,5.4,30.0,58.8,76.8,B,3.03
902175,18.3,86.6,7.5,39.5,65.8,90.6,A,3.67
903554,15.7,81.1,7.1,37.0,66.1,88.2,A,3.41
904485,17.5,62.3,8.6,39.3,68.1,91.7,A,2.99
904744,24.2,98.2,6.0,46.6,77.3,100.0,A,4.0
904783,8.9,80.7,5.3,27.5,56.2,72.8,B,2.78
906539,19.3,91.4,6.8,39.9,62.8,89.2,A,3.76
906986,5.8,76.2,6.7,21.9,47.0,61.8,C,2.21
908757,14.8,81.1,2.3,30.2,43.1,68.0,C,2.6
909429,17.4,99.3,7.8,36.3,56.6,82.0,B,3.71
909953,26.4,94.9,7.5,48.2,76.7,100.0,A,4.0
911167,0.0,74.1,5.8,12.6,37.6,48.0,D,1.59
912238,14.7,86.7,5.8,35.2,63.5,84.8,B,3.44
912352,19.0,97.4,4.8,42.9,76.8,100.0,A,4.0
913276,20.6,72.0,3.7,44.0,76.0,100.0,A,3.61
913466,23.5,75.0,8.9,46.1,72.6,100.0,A,3.7
914399,13.5,83.6,2.1,34.6,65.6,85.4,A,3.37
914889,4.3,72.2,5.2,18.4,38.8,53.5,D,1.76
917989,8.1,81.4,2.4,26.8,56.8,72.4,B,2.79
918231,25.2,65.0,6.2,45.5,61.3,94.0,A,3.16
919744,25.1,100.0,7.9,47.2,79.6,100.0,A,4.0
920176,18.4,92.5,4.8,40.8,70.2,94.4,A,4.0
920541,14.3,85.3,6.7,33.4,57.6,79.6,B,3.19
920590,8.3,84.1,3.4,26.1,53.0,69.5,C,2.75
920624,10.5,72.9,4.8,28.7,54.9,73.3,B,2.57
920814,22.6,77.7,4.6,45.4,77.8,100.0,A,3.78
921006,15.8,75.7,1.6,36.7,65.1,87.3,A,3.21
921166,29.0,96.5,5.7,50.0,81.3,100.0,A,4.0
921915,12.6,93.4,4.4,29.5,48.8,70.5,B,3.07
923503,20.6,91.1,5.0,43.2,71.0,97.3,A,4.0
924239,2.2,77.1,7.2,20.7,56.4,66.0,C,2.4
924645,23.6,86.2,8.4,46.1,74.7,100.0,A,4.0
926626,20.4,84.3,7.2,41.8,66.5,93.3,A,3.71
928025,3.8,85.6,9.3,22.0,55.0,66.5,C,2.68
928830,24.3,84.6,6.7,46.6,75.3,100.0,A,3.99
929225,23.3,76.1,7.5,45.9,79.7,100.0,A,3.73
929486,20.6,78.6,9.3,44.0,75.9,100.0,A,3.81
930080,14.9,96.5,4.1,38.5,75.9,95.4,A,4.0
931067,18.2,85.4,2.9,38.3,61.2,86.6,A,3.48
931205,13.9,93.0,6.3,30.9,49.1,72.1,B,3.12
931748,13.1,81.4,7.9,36.4,74.6,92.5,A,3.59
931865,12.0,86.4,7.8,31.2,58.4,77.8,B,3.15
933457,24.3,85.7,6.5,46.6,70.3,100.0,A,4.0
934075,17.5,77.5,3.4,41.8,88.7,100.0,A,3.78
934289,22.2,86.2,6.8,41.9,59.0,89.0,A,3.6
934969,35.6,83.6,5.0,54.7,82.2,100.0,A,3.96
935026,9.8,83.0,4.1,28.2,55.5,73.1,B,2.86
936792,21.5,75.5,7.7,42.7,65.2,93.4,A,3.45
937154,3.8,84.6,5.8,19.6,45.4,58.5,C,2.33
937174,14.4,83.3,7.9,35.3,65.1,85.9,A,3.38
937316,19.1,85.4,3.3,40.0,64.5,90.3,A,3.62
937868,8.5,99.3,6.2,25.7,50.8,67.8,C,3.14
938627,12.1,70.3,5.5,30.9,56.5,76.4,B,2.62
939606,5.3,95.8,5.8,22.4,50.8,64.5,C,2.9
940617,3.2,86.6,4.9,17.7,40.5,53.7,D,2.2
940969,13.4,78.1,7.0,31.5,53.7,75.4,B,2.81
941420,15.1,92.1,3.6,40.1,81.3,100.0,A,4.0
941566,18.5,100.0,6.9,41.6,73.1,96.9,A,4.0
941994,18.4,80.9,8.1,39.1,63.5,88.8,A,3.43
942088,18.6,89.3,7.4,39.2,63.1,88.7,A,3.68
942742,11.4,68.3,5.5,30.7,59.1,77.8,B,2.61
943203,12.8,79.1,7.8,37.6,80.9,97.4,A,3.72
943252,21.6,94.2,6.2,44.7,74.3,100.0,A,4.0
943379,0.4,84.8,4.2,14.5,39.0,49.6,D,1.98
943542,8.6,82.3,4.5,28.5,61.5,76.9,B,3.0
943664,7.0,97.0,7.4,23.2,46.9,63.0,C,2.88
944952,12.6,79.7,7.2,28.1,43.5,66.0,C,2.48
945185,8.6,88.2,5.4,27.1,55.8,72.1,B,2.98
945334,11.0,83.3,7.8,26.5,43.5,64.4,C,2.53
946228,20.4,82.6,6.9,43.9,75.3,100.0,A,3.93
947557,10.8,65.1,7.3,30.2,59.3,77.3,B,2.5
947798,15.9,100.0,8.6,38.7,72.6,93.7,A,4.0
948052,23.9,85.8,10.0,46.4,70.6,100.0,A,4.0
948561,24.2,89.6,3.9,45.9,66.8,97.6,A,4.0
948744,2.8,100.0,3.2,17.2,40.4,53.2,D,2.71
949429,17.2,82.6,6.9,41.6,84.6,100.0,A,3.93
949855,0.0,84.0,4.7,8.5,24.0,36.7,F,1.44
949906,10.7,71.3,4.6,26.5,44.7,65.1,C,2.19
950087,13.6,82.4,3.9,34.7,65.8,85.7,A,3.35
950261,24.4,79.8,6.3,46.7,69.7,100.0,A,3.84
951815,5.3,95.6,6.6,26.6,67.4,78.4,B,3.45
953332,14.2,82.2,4.5,36.8,71.4,91.0,A,3.56
955530,26.6,71.7,5.6,48.3,76.0,100.0,A,3.6
955664,14.4,75.7,4.6,39.5,84.4,100.0,A,3.72
956600,8.8,80.5,3.7,23.9,42.2,61.0,C,2.3
957197,31.5,94.4,9.1,51.8,80.2,100.0,A,4.0
957738,16.3,85.2,9.6,36.8,62.9,86.1,A,3.45
959376,18.4,67.2,3.9,39.8,66.6,91.3,A,3.12
960457,21.2,88.3,7.7,44.4,81.5,100.0,A,4.0
960537,3.3,97.8,5.2,20.9,53.1,64.3,C,2.96
960561,0.9,72.5,6.3,14.2,35.7,47.4,D,1.52
961315,12.1,93.5,7.8,34.6,71.4,88.8,A,3.81
961339,8.1,93.3,4.9,25.0,49.5,66.4,C,2.9
961368,16.5,78.1,7.1,36.9,62.7,86.1,A,3.24
962126,24.4,84.8,3.4,46.7,78.9,100.0,A,3.99
964598,9.7,86.1,8.9,34.4,80.4,93.8,A,3.78
964629,13.7,81.5,2.1,35.3,68.0,87.6,A,3.4
964756,18.7,81.6,7.8,39.4,63.8,89.3,A,3.47
964802,8.4,82.4,4.8,23.8,43.7,61.8,C,2.39
964907,18.0,87.0,1.7,42.2,80.1,100.0,A,4.0
964939,5.8,98.0,6.3,22.5,48.8,63.4,C,2.92
965340,23.0,87.8,3.8,45.7,76.2,100.0,A,4.0
965855,9.8,85.1,7.5,26.0,46.4,65.6,C,2.63
969440,21.6,77.5,5.1,44.7,83.1,100.0,A,3.77
970137,22.7,83.4,3.3,41.6,56.0,87.0,A,3.43
971047,4.4,76.7,7.1,20.9,48.3,61.5,C,2.21
971066,16.2,78.1,6.5,37.2,65.0,87.7,A,3.3
971149,8.2,83.0,6.5,26.3,54.2,70.4,B,2.76
973424,20.3,95.1,4.6,38.3,52.7,81.7,B,3.57
974039,14.6,85.1,9.7,33.9,58.4,80.5,B,3.22
974159,12.9,90.4,7.6,37.3,78.8,95.8,A,3.99
974747,4.7,100.0,6.9,22.2,52.5,65.3,C,3.07
977289,12.3,96.9,6.6,34.2,69.1,87.0,A,3.84
977501,27.6,97.6,6.5,49.0,75.4,100.0,A,4.0
977553,22.0,78.0,1.3,45.0,79.5,100.0,A,3.79
979593,9.0,97.9,6.2,27.9,57.4,73.9,B,3.34
979756,15.8,94.1,6.2,40.1,78.3,98.4,A,4.0
980220,2.6,93.3,10.0,17.5,42.2,54.5,D,2.43
980295,16.1,75.9,6.2,38.4,70.5,92.2,A,3.41
980329,2.8,75.7,6.7,17.7,42.1,54.7,D,1.91
980754,23.5,66.2,7.7,46.1,83.4,100.0,A,3.44
980778,18.1,100.0,8.2,39.9,68.1,92.3,A,4.0
982472,27.0,83.2,5.5,48.6,77.7,100.0,A,3.95
982816,6.8,63.1,4.4,23.4,48.8,64.4,C,1.92
983332,14.0,88.9,4.6,34.3,62.5,83.4,B,3.45
984237,14.4,99.1,4.1,35.3,64.9,85.8,A,3.86
984260,16.5,94.1,7.1,41.1,79.7,100.0,A,4.0
984408,4.2,88.0,7.5,24.4,63.2,73.7,B,3.04
987232,3.9,96.7,6.7,18.2,39.8,53.9,D,2.51
987781,15.2,88.0,8.4,30.8,43.5,68.8,C,2.84
988205,7.6,74.2,7.4,25.2,52.4,68.3,C,2.41
989985,24.5,89.4,8.8,46.8,72.6,100.0,A,4.0
990307,14.6,75.6,3.6,36.0,67.0,87.7,A,3.23
990415,15.9,82.4,3.1,40.6,86.2,100.0,A,3.92
991352,24.8,82.6,6.5,47.0,75.8,100.0,A,3.93
991531,1.3,90.1,4.1,16.9,45.4,55.8,C,2.38
992620,19.9,85.3,2.4,43.5,78.1,100.0,A,4.0
993153,14.7,83.6,7.8,36.8,69.5,89.9,A,3.55
993761,22.9,91.5,7.1,45.6,81.6,100.0,A,4.0
993769,6.8,85.7,7.4,25.7,57.7,71.9,B,2.9
994441,24.1,85.4,4.5,46.4,69.4,99.6,A,4.0
994655,15.8,82.2,4.8,36.3,63.0,85.6,A,3.34
995279,6.8,88.7,4.9,28.5,69.0,81.2,B,3.36
995316,16.1,78.8,3.6,37.5,66.8,89.1,A,3.38
995388,4.1,98.3,6.0,18.0,38.0,52.6,D,2.5
995704,28.9,67.8,6.9,49.9,84.6,100.0,A,3.48
996136,25.0,74.7,6.5,47.1,69.2,100.0,A,3.69
997097,25.3,83.9,7.0,47.4,76.9,100.0,A,3.97
997168,12.3,91.0,5.6,36.1,76.8,93.5,A,3.92
999030,19.1,87.2,9.6,41.5,70.4,95.2,A,3.87
999561,6.9,79.3,7.6,20.2,35.0,53.1,D,1.95
999593,16.2,82.1,5.6,40.3,77.3,98.0,A,3.83
